date	deepSleepTime	shallowSleepTime	wakeTime	sourceName	start	stop
2022-03-28	0	5	0	Zepp Life	2022-03-28 01:19:00	2022-03-28 01:24:59
2022-03-28	0	2	0	Oura	2022-03-28 01:19:31	2022-03-28 01:22:01
2022-03-28	0	72	0	Zepp Life	2022-03-28 00:06:00	2022-03-28 01:18:59
2022-03-28	0	5	0	Oura	2022-03-28 01:09:31	2022-03-28 01:14:31
2022-03-28	0	119	0	Oura	2022-03-27 23:07:31	2022-03-28 01:06:31
2022-03-28	0	25	0	Zepp Life	2022-03-27 23:40:00	2022-03-28 00:05:59
2022-03-27	0	31	0	Zepp Life	2022-03-27 23:08:00	2022-03-27 23:39:59
2022-03-27	0	18	0	Zepp Life	2022-03-27 22:49:00	2022-03-27 23:07:59
2022-03-27	0	76	0	Oura	2022-03-27 21:51:01	2022-03-27 23:07:01
2022-03-27	0	3	0	Zepp Life	2022-03-27 22:45:00	2022-03-27 22:48:59
2022-03-27	0	15	0	Zepp Life	2022-03-27 22:29:00	2022-03-27 22:44:59
2022-03-27	0	21	0	Zepp Life	2022-03-27 22:07:00	2022-03-27 22:28:59
2022-03-27	1277	0	0	Zepp Life	2022-03-26 21:44:00	2022-03-27 20:01:59
2022-03-27	459	0	0	Oura	2022-03-26 21:43:33	2022-03-27 06:22:33
2022-03-27	0	3	0	Oura	2022-03-27 06:10:33	2022-03-27 06:13:33
2022-03-27	0	7	0	Oura	2022-03-27 06:01:33	2022-03-27 06:08:33
2022-03-27	0	3	0	Oura	2022-03-27 05:56:03	2022-03-27 05:59:03
2022-03-27	0	22	0	Oura	2022-03-27 05:31:33	2022-03-27 05:53:33
2022-03-27	0	5	0	Zepp Life	2022-03-27 05:39:00	2022-03-27 05:44:59
2022-03-27	0	28	0	Zepp Life	2022-03-27 05:10:00	2022-03-27 05:38:59
2022-03-27	0	109	0	Oura	2022-03-27 03:41:33	2022-03-27 05:30:33
2022-03-27	0	8	0	Zepp Life	2022-03-27 05:01:00	2022-03-27 05:09:59
2022-03-27	0	7	0	Zepp Life	2022-03-27 04:53:00	2022-03-27 05:00:59
2022-03-27	0	50	0	Zepp Life	2022-03-27 04:02:00	2022-03-27 04:52:59
2022-03-27	0	4	0	Zepp Life	2022-03-27 03:57:00	2022-03-27 04:01:59
2022-03-27	0	7	0	Zepp Life	2022-03-27 03:49:00	2022-03-27 03:56:59
2022-03-27	0	6	0	Zepp Life	2022-03-27 03:42:00	2022-03-27 03:48:59
2022-03-27	0	58	0	Zepp Life	2022-03-27 02:43:00	2022-03-27 03:41:59
2022-03-27	0	30	0	Oura	2022-03-27 03:10:33	2022-03-27 03:40:33
2022-03-27	0	13	0	Oura	2022-03-27 02:56:33	2022-03-27 03:09:33
2022-03-27	0	2	0	Oura	2022-03-27 02:52:33	2022-03-27 02:55:03
2022-03-27	0	1	0	Oura	2022-03-27 02:50:03	2022-03-27 02:51:33
2022-03-27	0	23	0	Zepp Life	2022-03-27 02:19:00	2022-03-27 02:42:59
2022-03-27	0	15	0	Oura	2022-03-27 02:20:03	2022-03-27 02:35:03
2022-03-27	0	58	0	Zepp Life	2022-03-27 00:20:00	2022-03-27 02:18:59
2022-03-27	0	33	0	Oura	2022-03-27 00:45:33	2022-03-27 02:18:33
2022-03-27	0	61	0	Oura	2022-03-26 23:43:03	2022-03-27 00:44:33
2022-03-27	0	5	0	Zepp Life	2022-03-27 00:14:00	2022-03-27 00:19:59
2022-03-27	0	2	0	Zepp Life	2022-03-27 00:11:00	2022-03-27 00:13:59
2022-03-27	0	26	0	Zepp Life	2022-03-26 23:44:00	2022-03-27 00:10:59
2022-03-26	0	12	0	Zepp Life	2022-03-26 23:31:00	2022-03-26 23:43:59
2022-03-26	0	64	0	Oura	2022-03-26 22:38:03	2022-03-26 23:42:03
2022-03-26	0	9	0	Zepp Life	2022-03-26 23:21:00	2022-03-26 23:30:59
2022-03-26	0	8	0	Zepp Life	2022-03-26 23:12:00	2022-03-26 23:20:59
2022-03-26	0	23	0	Zepp Life	2022-03-26 22:48:00	2022-03-26 23:11:59
2022-03-26	0	14	0	Zepp Life	2022-03-26 22:33:00	2022-03-26 22:47:59
2022-03-26	0	8	0	Oura	2022-03-26 22:29:03	2022-03-26 22:37:03
2022-03-26	0	1	0	Oura	2022-03-26 22:17:03	2022-03-26 22:18:03
2022-03-26	0	27	0	Oura	2022-03-26 21:49:33	2022-03-26 22:16:33
2022-03-26	0	1	0	Oura	2022-03-26 21:47:03	2022-03-26 21:48:33
2022-03-26	1293	0	0	Zepp Life	2022-03-25 21:29:00	2022-03-26 19:02:59
2022-03-26	495	0	0	Oura	2022-03-25 21:50:31	2022-03-26 06:05:31
2022-03-26	0	5	0	Zepp Life	2022-03-26 05:59:00	2022-03-26 06:04:59
2022-03-26	0	12	0	Zepp Life	2022-03-26 05:45:00	2022-03-26 05:57:59
2022-03-26	0	19	0	Oura	2022-03-26 05:36:31	2022-03-26 05:55:31
2022-03-26	0	1	0	Zepp Life	2022-03-26 05:50:00	2022-03-26 05:51:59
2022-03-26	0	8	0	Zepp Life	2022-03-26 05:41:00	2022-03-26 05:49:59
2022-03-26	0	11	0	Zepp Life	2022-03-26 05:29:00	2022-03-26 05:40:59
2022-03-26	0	1	0	Oura	2022-03-26 05:35:01	2022-03-26 05:36:01
2022-03-26	0	51	0	Oura	2022-03-26 04:43:01	2022-03-26 05:34:01
2022-03-26	0	7	0	Zepp Life	2022-03-26 05:21:00	2022-03-26 05:28:59
2022-03-26	0	16	0	Zepp Life	2022-03-26 05:04:00	2022-03-26 05:20:59
2022-03-26	0	6	0	Zepp Life	2022-03-26 04:57:00	2022-03-26 05:03:59
2022-03-26	0	3	0	Zepp Life	2022-03-26 04:53:00	2022-03-26 04:56:59
2022-03-26	0	13	0	Zepp Life	2022-03-26 04:39:00	2022-03-26 04:52:59
2022-03-26	0	36	0	Oura	2022-03-26 04:06:01	2022-03-26 04:42:31
2022-03-26	0	11	0	Zepp Life	2022-03-26 04:27:00	2022-03-26 04:38:59
2022-03-26	0	18	0	Zepp Life	2022-03-26 04:08:00	2022-03-26 04:26:59
2022-03-26	0	5	0	Zepp Life	2022-03-26 04:02:00	2022-03-26 04:07:59
2022-03-26	0	33	0	Oura	2022-03-26 03:31:31	2022-03-26 04:05:01
2022-03-26	0	4	0	Zepp Life	2022-03-26 03:57:00	2022-03-26 04:01:59
2022-03-26	0	46	0	Zepp Life	2022-03-26 03:10:00	2022-03-26 03:56:59
2022-03-26	0	8	0	Oura	2022-03-26 03:22:31	2022-03-26 03:31:01
2022-03-26	0	46	0	Oura	2022-03-26 02:35:01	2022-03-26 03:21:31
2022-03-26	0	8	0	Zepp Life	2022-03-26 03:01:00	2022-03-26 03:09:59
2022-03-26	0	66	0	Zepp Life	2022-03-26 01:54:00	2022-03-26 03:00:59
2022-03-26	0	8	0	Oura	2022-03-26 02:25:31	2022-03-26 02:34:01
2022-03-26	0	80	0	Oura	2022-03-26 01:04:31	2022-03-26 02:24:31
2022-03-26	0	9	0	Zepp Life	2022-03-26 01:44:00	2022-03-26 01:53:59
2022-03-26	0	48	0	Zepp Life	2022-03-26 00:55:00	2022-03-26 01:43:59
2022-03-26	0	2	0	Oura	2022-03-26 01:00:31	2022-03-26 01:03:01
2022-03-26	0	67	0	Oura	2022-03-25 23:51:31	2022-03-26 00:58:31
2022-03-26	0	7	0	Zepp Life	2022-03-26 00:47:00	2022-03-26 00:54:59
2022-03-26	0	20	0	Zepp Life	2022-03-26 00:26:00	2022-03-26 00:46:59
2022-03-26	0	9	0	Zepp Life	2022-03-26 00:16:00	2022-03-26 00:25:59
2022-03-26	0	68	0	Zepp Life	2022-03-25 23:07:00	2022-03-26 00:15:59
2022-03-25	0	34	0	Oura	2022-03-25 23:17:01	2022-03-25 23:51:01
2022-03-25	0	5	0	Oura	2022-03-25 23:10:31	2022-03-25 23:15:31
2022-03-25	0	50	0	Oura	2022-03-25 22:18:31	2022-03-25 23:08:31
2022-03-25	0	14	0	Zepp Life	2022-03-25 22:52:00	2022-03-25 23:06:59
2022-03-25	0	6	0	Zepp Life	2022-03-25 22:45:00	2022-03-25 22:51:59
2022-03-25	0	31	0	Zepp Life	2022-03-25 22:13:00	2022-03-25 22:44:59
2022-03-25	0	15	0	Oura	2022-03-25 22:02:31	2022-03-25 22:17:31
2022-03-25	0	15	0	Zepp Life	2022-03-25 21:57:00	2022-03-25 22:12:59
2022-03-25	1089	0	0	Zepp Life	2022-03-25 00:53:00	2022-03-25 19:02:59
2022-03-25	0	23	0	Zepp Life	2022-03-25 06:00:00	2022-03-25 06:23:59
2022-03-25	0	14	0	Zepp Life	2022-03-25 05:44:00	2022-03-25 05:58:59
2022-03-25	0	5	0	Zepp Life	2022-03-25 05:50:00	2022-03-25 05:55:59
2022-03-25	0	5	0	Zepp Life	2022-03-25 05:44:00	2022-03-25 05:49:59
2022-03-25	0	2	0	Zepp Life	2022-03-25 05:41:00	2022-03-25 05:43:59
2022-03-25	0	22	0	Zepp Life	2022-03-25 05:17:00	2022-03-25 05:39:59
2022-03-25	0	15	0	Zepp Life	2022-03-25 05:01:00	2022-03-25 05:16:59
2022-03-25	0	4	0	Zepp Life	2022-03-25 04:56:00	2022-03-25 05:00:59
2022-03-25	0	9	0	Zepp Life	2022-03-25 04:46:00	2022-03-25 04:55:59
2022-03-25	0	11	0	Zepp Life	2022-03-25 04:34:00	2022-03-25 04:45:59
2022-03-25	0	11	0	Zepp Life	2022-03-25 04:22:00	2022-03-25 04:33:59
2022-03-25	0	89	0	Zepp Life	2022-03-25 02:52:00	2022-03-25 04:21:59
2022-03-25	0	10	0	Zepp Life	2022-03-25 02:41:00	2022-03-25 02:51:59
2022-03-25	0	31	0	Zepp Life	2022-03-25 02:09:00	2022-03-25 02:40:59
2022-03-25	0	21	0	Zepp Life	2022-03-25 01:47:00	2022-03-25 02:08:59
2022-03-25	0	47	0	Zepp Life	2022-03-25 00:59:00	2022-03-25 01:46:59
2022-03-25	0	0	6	Zepp Life	2022-03-25 00:52:00	2022-03-25 00:58:59
2022-03-25	0	2	0	Zepp Life	2022-03-25 00:49:00	2022-03-25 00:51:59
2022-03-25	196	0	0	Zepp Life	2022-03-24 21:34:00	2022-03-25 00:50:59
2022-03-25	0	3	0	Zepp Life	2022-03-25 00:45:00	2022-03-25 00:48:59
2022-03-25	0	2	0	Zepp Life	2022-03-25 00:42:00	2022-03-25 00:44:59
2022-03-25	0	16	0	Zepp Life	2022-03-25 00:25:00	2022-03-25 00:41:59
2022-03-25	0	92	0	Zepp Life	2022-03-24 22:52:00	2022-03-25 00:24:59
2022-03-24	0	9	0	Zepp Life	2022-03-24 22:42:00	2022-03-24 22:51:59
2022-03-24	0	36	0	Zepp Life	2022-03-24 22:05:00	2022-03-24 22:41:59
2022-03-24	1260	0	0	Zepp Life	2022-03-23 22:01:00	2022-03-24 19:01:59
2022-03-24	484	0	0	Oura	2022-03-23 22:10:33	2022-03-24 06:14:33
2022-03-24	0	13	0	Zepp Life	2022-03-24 06:00:00	2022-03-24 06:13:59
2022-03-24	0	2	0	Oura	2022-03-24 06:05:33	2022-03-24 06:07:33
2022-03-24	0	4	0	Zepp Life	2022-03-24 05:55:00	2022-03-24 05:59:59
2022-03-24	0	99	0	Oura	2022-03-24 04:16:03	2022-03-24 05:55:33
2022-03-24	0	8	0	Zepp Life	2022-03-24 05:45:00	2022-03-24 05:53:59
2022-03-24	0	5	0	Zepp Life	2022-03-24 05:39:00	2022-03-24 05:44:59
2022-03-24	0	9	0	Zepp Life	2022-03-24 05:29:00	2022-03-24 05:38:59
2022-03-24	0	3	0	Zepp Life	2022-03-24 05:25:00	2022-03-24 05:28:59
2022-03-24	0	10	0	Zepp Life	2022-03-24 05:14:00	2022-03-24 05:24:59
2022-03-24	0	30	0	Zepp Life	2022-03-24 04:43:00	2022-03-24 05:13:59
2022-03-24	0	5	0	Zepp Life	2022-03-24 04:37:00	2022-03-24 04:42:59
2022-03-24	0	24	0	Zepp Life	2022-03-24 04:12:00	2022-03-24 04:36:59
2022-03-24	0	10	0	Zepp Life	2022-03-24 04:01:00	2022-03-24 04:11:59
2022-03-24	0	5	0	Oura	2022-03-24 04:06:33	2022-03-24 04:11:33
2022-03-24	0	1	0	Oura	2022-03-24 03:59:33	2022-03-24 04:01:03
2022-03-24	0	8	0	Zepp Life	2022-03-24 03:52:00	2022-03-24 04:00:59
2022-03-24	0	3	0	Oura	2022-03-24 03:54:33	2022-03-24 03:58:03
2022-03-24	0	26	0	Zepp Life	2022-03-24 03:25:00	2022-03-24 03:51:59
2022-03-24	0	15	0	Oura	2022-03-24 03:35:03	2022-03-24 03:50:03
2022-03-24	0	58	0	Oura	2022-03-24 02:35:33	2022-03-24 03:34:03
2022-03-24	0	2	0	Zepp Life	2022-03-24 03:22:00	2022-03-24 03:24:59
2022-03-24	0	24	0	Zepp Life	2022-03-24 02:57:00	2022-03-24 03:21:59
2022-03-24	0	2	0	Zepp Life	2022-03-24 02:54:00	2022-03-24 02:56:59
2022-03-24	0	8	0	Zepp Life	2022-03-24 02:45:00	2022-03-24 02:53:59
2022-03-24	0	75	0	Zepp Life	2022-03-24 01:29:00	2022-03-24 02:44:59
2022-03-24	0	17	0	Oura	2022-03-24 02:17:03	2022-03-24 02:34:33
2022-03-24	0	3	0	Oura	2022-03-24 02:04:33	2022-03-24 02:07:33
2022-03-24	0	32	0	Oura	2022-03-24 01:29:33	2022-03-24 02:02:03
2022-03-24	0	42	0	Oura	2022-03-24 00:46:33	2022-03-24 01:29:03
2022-03-24	0	9	0	Zepp Life	2022-03-24 01:19:00	2022-03-24 01:28:59
2022-03-24	0	92	0	Zepp Life	2022-03-23 23:46:00	2022-03-24 01:18:59
2022-03-24	0	90	0	Oura	2022-03-23 23:15:33	2022-03-24 00:45:33
2022-03-23	0	11	0	Zepp Life	2022-03-23 23:34:00	2022-03-23 23:45:59
2022-03-23	0	34	0	Zepp Life	2022-03-23 22:59:00	2022-03-23 23:33:59
2022-03-23	0	52	0	Oura	2022-03-23 22:22:33	2022-03-23 23:14:33
2022-03-23	0	7	0	Zepp Life	2022-03-23 22:51:00	2022-03-23 22:58:59
2022-03-23	0	34	0	Zepp Life	2022-03-23 22:16:00	2022-03-23 22:50:59
2022-03-23	0	4	0	Oura	2022-03-23 22:16:03	2022-03-23 22:20:33
2022-03-23	1230	0	0	Zepp Life	2022-03-22 22:31:00	2022-03-23 19:01:59
2022-03-23	0	12	0	Zepp Life	2022-03-23 06:09:00	2022-03-23 06:21:59
2022-03-23	438	0	0	Oura	2022-03-22 23:00:50	2022-03-23 06:18:50
2022-03-23	0	6	0	Oura	2022-03-23 06:05:50	2022-03-23 06:12:20
2022-03-23	0	12	0	Zepp Life	2022-03-23 05:56:00	2022-03-23 06:08:59
2022-03-23	0	39	0	Oura	2022-03-23 05:16:50	2022-03-23 05:56:20
2022-03-23	0	2	0	Zepp Life	2022-03-23 05:53:00	2022-03-23 05:55:59
2022-03-23	0	7	0	Zepp Life	2022-03-23 05:45:00	2022-03-23 05:52:59
2022-03-23	0	5	0	Zepp Life	2022-03-23 05:39:00	2022-03-23 05:44:59
2022-03-23	0	10	0	Zepp Life	2022-03-23 05:28:00	2022-03-23 05:38:59
2022-03-23	0	12	0	Zepp Life	2022-03-23 05:15:00	2022-03-23 05:27:59
2022-03-23	0	12	0	Zepp Life	2022-03-23 05:02:00	2022-03-23 05:14:59
2022-03-23	0	18	0	Oura	2022-03-23 04:56:20	2022-03-23 05:14:50
2022-03-23	0	5	0	Zepp Life	2022-03-23 04:56:00	2022-03-23 05:01:59
2022-03-23	0	5	0	Zepp Life	2022-03-23 04:50:00	2022-03-23 04:55:59
2022-03-23	0	59	0	Oura	2022-03-23 03:54:50	2022-03-23 04:53:50
2022-03-23	0	159	0	Zepp Life	2022-03-23 02:10:00	2022-03-23 04:49:59
2022-03-23	0	15	0	Oura	2022-03-23 03:38:50	2022-03-23 03:53:50
2022-03-23	0	20	0	Oura	2022-03-23 03:17:50	2022-03-23 03:37:50
2022-03-23	0	12	0	Oura	2022-03-23 03:03:20	2022-03-23 03:15:20
2022-03-23	0	51	0	Oura	2022-03-23 02:09:50	2022-03-23 03:01:20
2022-03-23	0	26	0	Zepp Life	2022-03-23 01:43:00	2022-03-23 02:09:59
2022-03-23	0	69	0	Oura	2022-03-23 00:59:20	2022-03-23 02:08:50
2022-03-23	0	17	0	Zepp Life	2022-03-23 01:25:00	2022-03-23 01:42:59
2022-03-23	0	6	0	Zepp Life	2022-03-23 01:18:00	2022-03-23 01:24:59
2022-03-23	0	2	0	Zepp Life	2022-03-23 01:15:00	2022-03-23 01:17:59
2022-03-23	0	3	0	Zepp Life	2022-03-23 01:11:00	2022-03-23 01:14:59
2022-03-23	0	2	0	Zepp Life	2022-03-23 01:08:00	2022-03-23 01:10:59
2022-03-23	0	6	0	Zepp Life	2022-03-23 01:01:00	2022-03-23 01:07:59
2022-03-23	0	17	0	Zepp Life	2022-03-23 00:43:00	2022-03-23 01:00:59
2022-03-23	0	5	0	Oura	2022-03-23 00:52:50	2022-03-23 00:58:20
2022-03-23	0	87	0	Oura	2022-03-22 23:24:20	2022-03-23 00:51:50
2022-03-23	0	8	0	Zepp Life	2022-03-23 00:34:00	2022-03-23 00:42:59
2022-03-23	0	2	0	Zepp Life	2022-03-23 00:31:00	2022-03-23 00:33:59
2022-03-23	0	8	0	Zepp Life	2022-03-23 00:22:00	2022-03-23 00:30:59
2022-03-23	0	2	0	Zepp Life	2022-03-23 00:19:00	2022-03-23 00:21:59
2022-03-23	0	3	0	Zepp Life	2022-03-23 00:15:00	2022-03-23 00:18:59
2022-03-23	0	8	0	Zepp Life	2022-03-23 00:06:00	2022-03-23 00:14:59
2022-03-23	0	9	0	Zepp Life	2022-03-22 23:56:00	2022-03-23 00:05:59
2022-03-22	0	2	0	Zepp Life	2022-03-22 23:53:00	2022-03-22 23:55:59
2022-03-22	0	3	0	Zepp Life	2022-03-22 23:49:00	2022-03-22 23:52:59
2022-03-22	0	31	0	Zepp Life	2022-03-22 23:17:00	2022-03-22 23:48:59
2022-03-22	0	3	0	Oura	2022-03-22 23:16:50	2022-03-22 23:19:50
2022-03-22	1240	0	0	Zepp Life	2022-03-21 22:20:00	2022-03-22 19:00:59
2022-03-22	0	7	0	Zepp Life	2022-03-22 06:00:00	2022-03-22 06:07:59
2022-03-22	462	0	0	Oura	2022-03-21 22:20:29	2022-03-22 06:02:29
2022-03-22	0	7	0	Zepp Life	2022-03-22 05:52:00	2022-03-22 05:59:59
2022-03-22	0	28	0	Oura	2022-03-22 05:27:29	2022-03-22 05:55:29
2022-03-22	0	4	0	Zepp Life	2022-03-22 05:46:00	2022-03-22 05:50:59
2022-03-22	0	13	0	Zepp Life	2022-03-22 05:32:00	2022-03-22 05:45:59
2022-03-22	0	7	0	Zepp Life	2022-03-22 05:24:00	2022-03-22 05:31:59
2022-03-22	0	1	0	Oura	2022-03-22 05:24:59	2022-03-22 05:26:29
2022-03-22	0	15	0	Oura	2022-03-22 05:08:59	2022-03-22 05:24:29
2022-03-22	0	5	0	Zepp Life	2022-03-22 05:17:00	2022-03-22 05:22:59
2022-03-22	0	52	0	Zepp Life	2022-03-22 04:24:00	2022-03-22 05:16:59
2022-03-22	0	54	0	Oura	2022-03-22 04:11:59	2022-03-22 05:06:29
2022-03-22	0	7	0	Zepp Life	2022-03-22 04:16:00	2022-03-22 04:23:59
2022-03-22	0	2	0	Zepp Life	2022-03-22 04:13:00	2022-03-22 04:15:59
2022-03-22	0	3	0	Zepp Life	2022-03-22 04:09:00	2022-03-22 04:12:59
2022-03-22	0	77	0	Oura	2022-03-22 02:53:29	2022-03-22 04:10:59
2022-03-22	0	2	0	Zepp Life	2022-03-22 04:06:00	2022-03-22 04:08:59
2022-03-22	0	35	0	Zepp Life	2022-03-22 03:29:00	2022-03-22 04:04:59
2022-03-22	0	27	0	Zepp Life	2022-03-22 03:01:00	2022-03-22 03:28:59
2022-03-22	0	16	0	Zepp Life	2022-03-22 02:44:00	2022-03-22 03:00:59
2022-03-22	0	4	0	Oura	2022-03-22 02:46:59	2022-03-22 02:50:59
2022-03-22	0	33	0	Oura	2022-03-22 02:13:29	2022-03-22 02:46:29
2022-03-22	0	84	0	Zepp Life	2022-03-22 01:19:00	2022-03-22 02:43:59
2022-03-22	0	8	0	Oura	2022-03-22 02:04:29	2022-03-22 02:12:29
2022-03-22	0	42	0	Oura	2022-03-22 01:21:29	2022-03-22 02:03:59
2022-03-22	0	7	0	Zepp Life	2022-03-22 01:11:00	2022-03-22 01:18:59
2022-03-22	0	3	0	Oura	2022-03-22 01:13:59	2022-03-22 01:17:29
